player,team,opponent,game_date,market,book,line,over_odds,under_odds
Andrew Wiggins,MIA,POR,2025-11-08,PTS,draftkings,19.5,-115.0,-110.0
Scottie Barnes,TOR,@PHI,2025-11-08,PTS,draftkings,17.5,-124.0,-103.0
Jerami Grant,POR,@MIA,2025-11-08,PTS,draftkings,18.5,-106.0,-120.0
Kristaps Porzingis,ATL,LAL,2025-11-08,PTS,draftkings,18.5,-109.0,-117.0
Alex Sarr,WAS,DAL,2025-11-08,PTS,draftkings,17.5,-124.0,-103.0
Shaedon Sharpe,POR,@MIA,2025-11-08,PTS,draftkings,18.5,-104.0,-123.0
Nikola Vucevic,CHI,@CLE,2025-11-08,PTS,draftkings,18.5,-109.0,-117.0
Nickeil Alexander-Walker,ATL,LAL,2025-11-08,PTS,draftkings,17.5,-126.0,-101.0
Stephon Castle,SAS,NOP,2025-11-08,PTS,draftkings,16.5,-126.0,-101.0
Cooper Flagg,DAL,@WAS,2025-11-08,PTS,draftkings,17.5,-118.0,-108.0
Jalen Green,PHX,@LAC,2025-11-08,PTS,draftkings,17.5,-106.0,-120.0
P.J. Washington,DAL,@WAS,2025-11-08,PTS,draftkings,17.5,-122.0,-104.0
Matas Buzelis,CHI,@CLE,2025-11-08,PTS,draftkings,15.5,-126.0,-101.0
Darius Garland,CLE,CHI,2025-11-08,PTS,draftkings,15.5,-116.0,-110.0
Aaron Gordon,DEN,IND,2025-11-08,PTS,draftkings,16.5,-102.0,-125.0
Jrue Holiday,POR,@MIA,2025-11-08,PTS,draftkings,16.5,-103.0,-124.0
De'Andre Hunter,CLE,CHI,2025-11-08,PTS,draftkings,16.5,-113.0,-113.0
Ivica Zubac,LAC,PHX,2025-11-08,PTS,draftkings,16.5,-111.0,-115.0
Deandre Ayton,LAL,@ATL,2025-11-08,PTS,draftkings,15.5,-108.0,-118.0
VJ Edgecombe,PHI,TOR,2025-11-08,PTS,draftkings,15.5,-118.0,-108.0
Jeremiah Fears,NOP,@SAS,2025-11-08,PTS,draftkings,14.5,-123.0,-103.0
Kyshawn George,WAS,DAL,2025-11-08,PTS,draftkings,14.5,-121.0,-105.0
Rui Hachimura,LAL,@ATL,2025-11-08,PTS,draftkings,15.5,-104.0,-123.0
CJ McCollum,WAS,DAL,2025-11-08,PTS,draftkings,15.5,-103.0,-124.0
Aaron Nesmith,IND,@DEN,2025-11-08,PTS,draftkings,15.5,-120.0,-106.0
Immanuel Quickley,TOR,@PHI,2025-11-08,PTS,draftkings,15.5,-105.0,-122.0
Devin Vassell,SAS,NOP,2025-11-08,PTS,draftkings,14.5,-125.0,-102.0
Grayson Allen,PHX,@LAC,2025-11-08,PTS,draftkings,14.5,-111.0,-115.0
Jarrett Allen,CLE,CHI,2025-11-08,PTS,draftkings,14.5,-109.0,-117.0
John Collins,LAC,PHX,2025-11-08,PTS,draftkings,14.5,-119.0,-107.0
De'Aaron Fox,SAS,NOP,2025-11-08,PTS,draftkings,14.5,-109.0,-117.0
Quentin Grimes,PHI,TOR,2025-11-08,PTS,draftkings,14.5,-120.0,-107.0
Kelly Oubre,PHI,TOR,2025-11-08,PTS,draftkings,14.5,-106.0,-121.0
D'Angelo Russell,DAL,@WAS,2025-11-08,PTS,draftkings,13.5,-127.0,100.0
Kel'el Ware,MIA,POR,2025-11-08,PTS,draftkings,13.5,-108.0,-118.0
Christian Braun,DEN,IND,2025-11-08,PTS,draftkings,13.5,-103.0,-124.0
Toumani Camara,POR,@MIA,2025-11-08,PTS,draftkings,13.5,-116.0,-110.0
Max Christie,DAL,@WAS,2025-11-08,PTS,draftkings,13.5,-101.0,-126.0
Dyson Daniels,ATL,LAL,2025-11-08,PTS,draftkings,12.5,-119.0,-107.0
Tre Johnson,WAS,DAL,2025-11-08,PTS,draftkings,12.5,-111.0,-115.0
Onyeka Okongwu,ATL,LAL,2025-11-08,PTS,draftkings,13.5,-102.0,-125.0
Zaccharie Risacher,ATL,LAL,2025-11-08,PTS,draftkings,13.5,-102.0,-125.0
Jarace Walker,IND,@DEN,2025-11-08,PTS,draftkings,13.5,-105.0,-121.0
Saddiq Bey,NOP,@SAS,2025-11-08,PTS,draftkings,12.5,-112.0,-114.0
Dillon Brooks,PHX,@LAC,2025-11-08,PTS,draftkings,12.5,-107.0,-119.0
Kevin Huerter,CHI,@CLE,2025-11-08,PTS,draftkings,12.5,-101.0,-127.0
Herbert Jones,NOP,@SAS,2025-11-08,PTS,draftkings,11.5,-129.0,101.0
Mark Williams,PHX,@LAC,2025-11-08,PTS,draftkings,12.5,-123.0,-104.0
Bradley Beal,LAC,PHX,2025-11-08,PTS,draftkings,10.5,-124.0,-103.0
Tre Jones,CHI,@CLE,2025-11-08,PTS,draftkings,11.5,-109.0,-117.0
Jake LaRavia,LAL,@ATL,2025-11-08,PTS,draftkings,11.5,-107.0,-120.0
Davion Mitchell,MIA,POR,2025-11-08,PTS,draftkings,10.5,-111.0,-115.0
Andrew Nembhard,IND,@DEN,2025-11-08,PTS,draftkings,11.5,-115.0,-111.0
Marcus Smart,LAL,@ATL,2025-11-08,PTS,draftkings,11.5,-109.0,-117.0
Jose Alvarado,NOP,@SAS,2025-11-08,PTS,draftkings,10.5,-118.0,-108.0
Harrison Barnes,SAS,NOP,2025-11-08,PTS,draftkings,10.5,-123.0,-103.0
Ayo Dosunmu,CHI,@CLE,2025-11-08,PTS,draftkings,10.5,-128.0,100.0
Isaiah Jackson,IND,@DEN,2025-11-08,PTS,draftkings,10.5,-101.0,-126.0
Keldon Johnson,SAS,NOP,2025-11-08,PTS,draftkings,10.5,-112.0,-113.0
Cameron Johnson,DEN,IND,2025-11-08,PTS,draftkings,10.5,101.0,-129.0
Derrick Jones,LAC,PHX,2025-11-08,PTS,draftkings,10.5,-116.0,-110.0
Pelle Larsson,MIA,POR,2025-11-08,PTS,draftkings,10.5,-103.0,-124.0
Naji Marshall,DAL,@WAS,2025-11-08,PTS,draftkings,10.5,-122.0,-105.0
Royce O'Neale,PHX,@LAC,2025-11-08,PTS,draftkings,9.5,-113.0,-113.0
Derik Queen,NOP,@SAS,2025-11-08,PTS,draftkings,10.5,-127.0,-101.0
Klay Thompson,DAL,@WAS,2025-11-08,PTS,draftkings,9.5,-128.0,101.0
Julian Champagnie,SAS,NOP,2025-11-08,PTS,draftkings,9.5,102.0,-130.0
Donovan Clingan,POR,@MIA,2025-11-08,PTS,draftkings,8.5,-127.0,-101.0
Tim Hardaway,DEN,IND,2025-11-08,PTS,draftkings,9.5,103.0,-131.0
Nikola Jovic,MIA,POR,2025-11-08,PTS,draftkings,9.5,-112.0,-114.0
Sam Merrill,CLE,CHI,2025-11-08,PTS,draftkings,9.5,107.0,-136.0
Jakob Poeltl,TOR,@PHI,2025-11-08,PTS,draftkings,8.5,-119.0,-107.0
Jaylon Tyson,CLE,CHI,2025-11-08,PTS,draftkings,9.5,-119.0,-107.0
Bub Carrington,WAS,DAL,2025-11-08,PTS,draftkings,7.5,-134.0,105.0
Collin Gillespie,PHX,@LAC,2025-11-08,PTS,draftkings,8.5,-109.0,-117.0
Luke Kennard,ATL,LAL,2025-11-08,PTS,draftkings,8.5,-106.0,-120.0
Kris Dunn,LAC,PHX,2025-11-08,PTS,draftkings,7.5,-121.0,-106.0
Ryan Dunn,PHX,@LAC,2025-11-08,PTS,draftkings,7.5,-130.0,102.0
Brook Lopez,LAC,PHX,2025-11-08,PTS,draftkings,7.5,-132.0,104.0
Sandro Mamukelashvili,TOR,@PHI,2025-11-08,PTS,draftkings,7.5,-126.0,-101.0
Jared McCain,PHI,TOR,2025-11-08,PTS,draftkings,7.5,-117.0,-109.0
Collin Murray-Boyles,TOR,@PHI,2025-11-08,PTS,draftkings,6.5,-118.0,-108.0
Isaac Okoro,CHI,@CLE,2025-11-08,PTS,draftkings,7.5,104.0,-133.0
Trendon Watford,PHI,TOR,2025-11-08,PTS,draftkings,7.5,-122.0,-105.0
Justin Champagnie,WAS,DAL,2025-11-08,PTS,draftkings,6.5,-134.0,105.0
Dalton Knecht,LAL,@ATL,2025-11-08,PTS,draftkings,6.5,-104.0,-123.0
Jamal Shead,TOR,@PHI,2025-11-08,PTS,draftkings,5.5,-110.0,-116.0
Kevon Looney,NOP,@SAS,2025-11-08,PTS,draftkings,4.5,-121.0,-105.0
Luka Doncic,LAL,@ATL,2025-11-08,PTS,draftkings,35.5,,
Devin Booker,PHX,@LAC,2025-11-08,PTS,draftkings,27.5,,
Nikola Jokic,DEN,IND,2025-11-08,PTS,draftkings,27.5,,
Tyrese Maxey,PHI,TOR,2025-11-08,PTS,draftkings,27.5,,
Donovan Mitchell,CLE,CHI,2025-11-08,PTS,draftkings,26.5,,
Pascal Siakam,IND,@DEN,2025-11-08,PTS,draftkings,26.5,,
Victor Wembanyama,SAS,NOP,2025-11-08,PTS,draftkings,24.5,,
Deni Avdija,POR,@MIA,2025-11-08,PTS,draftkings,22.5,,
James Harden,LAC,PHX,2025-11-08,PTS,draftkings,22.5,,
Norman Powell,MIA,POR,2025-11-08,PTS,draftkings,22.5,,
Joel Embiid,PHI,TOR,2025-11-08,PTS,draftkings,20.5,,
Trey Murphy,NOP,@SAS,2025-11-08,PTS,draftkings,21.5,,
Josh Giddey,CHI,@CLE,2025-11-08,PTS,draftkings,20.5,,
Jalen Johnson,ATL,LAL,2025-11-08,PTS,draftkings,20.5,,
Jamal Murray,DEN,IND,2025-11-08,PTS,draftkings,20.5,,
RJ Barrett,TOR,@PHI,2025-11-08,PTS,draftkings,18.5,,
Brandon Ingram,TOR,@PHI,2025-11-08,PTS,draftkings,18.5,,
Evan Mobley,CLE,CHI,2025-11-08,PTS,draftkings,19.5,,
Andrew Wiggins,MIA,POR,2025-11-08,PTS,draftkings,19.5,,
Scottie Barnes,TOR,@PHI,2025-11-08,PTS,draftkings,17.5,,
Jerami Grant,POR,@MIA,2025-11-08,PTS,draftkings,18.5,,
Kristaps Porzingis,ATL,LAL,2025-11-08,PTS,draftkings,18.5,,
Alex Sarr,WAS,DAL,2025-11-08,PTS,draftkings,17.5,,
Shaedon Sharpe,POR,@MIA,2025-11-08,PTS,draftkings,18.5,,
Nikola Vucevic,CHI,@CLE,2025-11-08,PTS,draftkings,18.5,,
Nickeil Alexander-Walker,ATL,LAL,2025-11-08,PTS,draftkings,17.5,,
Stephon Castle,SAS,NOP,2025-11-08,PTS,draftkings,16.5,,
Cooper Flagg,DAL,@WAS,2025-11-08,PTS,draftkings,17.5,,
Jalen Green,PHX,@LAC,2025-11-08,PTS,draftkings,17.5,,
P.J. Washington,DAL,@WAS,2025-11-08,PTS,draftkings,17.5,,
Matas Buzelis,CHI,@CLE,2025-11-08,PTS,draftkings,15.5,,
Darius Garland,CLE,CHI,2025-11-08,PTS,draftkings,15.5,,
Aaron Gordon,DEN,IND,2025-11-08,PTS,draftkings,16.5,,
Jrue Holiday,POR,@MIA,2025-11-08,PTS,draftkings,16.5,,
De'Andre Hunter,CLE,CHI,2025-11-08,PTS,draftkings,16.5,,
Ivica Zubac,LAC,PHX,2025-11-08,PTS,draftkings,16.5,,
Deandre Ayton,LAL,@ATL,2025-11-08,PTS,draftkings,15.5,,
VJ Edgecombe,PHI,TOR,2025-11-08,PTS,draftkings,15.5,,
Jeremiah Fears,NOP,@SAS,2025-11-08,PTS,draftkings,14.5,,
Kyshawn George,WAS,DAL,2025-11-08,PTS,draftkings,14.5,,
Rui Hachimura,LAL,@ATL,2025-11-08,PTS,draftkings,15.5,,
CJ McCollum,WAS,DAL,2025-11-08,PTS,draftkings,15.5,,
Aaron Nesmith,IND,@DEN,2025-11-08,PTS,draftkings,15.5,,
Immanuel Quickley,TOR,@PHI,2025-11-08,PTS,draftkings,15.5,,
Devin Vassell,SAS,NOP,2025-11-08,PTS,draftkings,14.5,,
Grayson Allen,PHX,@LAC,2025-11-08,PTS,draftkings,14.5,,
Jarrett Allen,CLE,CHI,2025-11-08,PTS,draftkings,14.5,,
John Collins,LAC,PHX,2025-11-08,PTS,draftkings,14.5,,
De'Aaron Fox,SAS,NOP,2025-11-08,PTS,draftkings,14.5,,
Quentin Grimes,PHI,TOR,2025-11-08,PTS,draftkings,14.5,,
Kelly Oubre,PHI,TOR,2025-11-08,PTS,draftkings,14.5,,
D'Angelo Russell,DAL,@WAS,2025-11-08,PTS,draftkings,13.5,,
Kel'el Ware,MIA,POR,2025-11-08,PTS,draftkings,13.5,,
Christian Braun,DEN,IND,2025-11-08,PTS,draftkings,13.5,,
Toumani Camara,POR,@MIA,2025-11-08,PTS,draftkings,13.5,,
Max Christie,DAL,@WAS,2025-11-08,PTS,draftkings,13.5,,
Dyson Daniels,ATL,LAL,2025-11-08,PTS,draftkings,12.5,,
Tre Johnson,WAS,DAL,2025-11-08,PTS,draftkings,12.5,,
Onyeka Okongwu,ATL,LAL,2025-11-08,PTS,draftkings,13.5,,
Zaccharie Risacher,ATL,LAL,2025-11-08,PTS,draftkings,13.5,,
Jarace Walker,IND,@DEN,2025-11-08,PTS,draftkings,13.5,,
Saddiq Bey,NOP,@SAS,2025-11-08,PTS,draftkings,12.5,,
Dillon Brooks,PHX,@LAC,2025-11-08,PTS,draftkings,12.5,,
Kevin Huerter,CHI,@CLE,2025-11-08,PTS,draftkings,12.5,,
Herbert Jones,NOP,@SAS,2025-11-08,PTS,draftkings,11.5,,
Mark Williams,PHX,@LAC,2025-11-08,PTS,draftkings,12.5,,
Bradley Beal,LAC,PHX,2025-11-08,PTS,draftkings,10.5,,
Tre Jones,CHI,@CLE,2025-11-08,PTS,draftkings,11.5,,
Jake LaRavia,LAL,@ATL,2025-11-08,PTS,draftkings,11.5,,
Davion Mitchell,MIA,POR,2025-11-08,PTS,draftkings,10.5,,
Andrew Nembhard,IND,@DEN,2025-11-08,PTS,draftkings,11.5,,
Marcus Smart,LAL,@ATL,2025-11-08,PTS,draftkings,11.5,,
Jose Alvarado,NOP,@SAS,2025-11-08,PTS,draftkings,10.5,,
Harrison Barnes,SAS,NOP,2025-11-08,PTS,draftkings,10.5,,
Ayo Dosunmu,CHI,@CLE,2025-11-08,PTS,draftkings,10.5,,
Isaiah Jackson,IND,@DEN,2025-11-08,PTS,draftkings,10.5,,
Keldon Johnson,SAS,NOP,2025-11-08,PTS,draftkings,10.5,,
Cameron Johnson,DEN,IND,2025-11-08,PTS,draftkings,10.5,,
Derrick Jones,LAC,PHX,2025-11-08,PTS,draftkings,10.5,,
Pelle Larsson,MIA,POR,2025-11-08,PTS,draftkings,10.5,,
Naji Marshall,DAL,@WAS,2025-11-08,PTS,draftkings,10.5,,
Royce O'Neale,PHX,@LAC,2025-11-08,PTS,draftkings,9.5,,
Derik Queen,NOP,@SAS,2025-11-08,PTS,draftkings,10.5,,
Klay Thompson,DAL,@WAS,2025-11-08,PTS,draftkings,9.5,,
Julian Champagnie,SAS,NOP,2025-11-08,PTS,draftkings,9.5,,
Donovan Clingan,POR,@MIA,2025-11-08,PTS,draftkings,8.5,,
Tim Hardaway,DEN,IND,2025-11-08,PTS,draftkings,9.5,,
Nikola Jovic,MIA,POR,2025-11-08,PTS,draftkings,9.5,,
Sam Merrill,CLE,CHI,2025-11-08,PTS,draftkings,9.5,,
Jakob Poeltl,TOR,@PHI,2025-11-08,PTS,draftkings,8.5,,
Jaylon Tyson,CLE,CHI,2025-11-08,PTS,draftkings,9.5,,
Bub Carrington,WAS,DAL,2025-11-08,PTS,draftkings,7.5,,
Collin Gillespie,PHX,@LAC,2025-11-08,PTS,draftkings,8.5,,
Luke Kennard,ATL,LAL,2025-11-08,PTS,draftkings,8.5,,
Kris Dunn,LAC,PHX,2025-11-08,PTS,draftkings,7.5,,
Ryan Dunn,PHX,@LAC,2025-11-08,PTS,draftkings,7.5,,
Brook Lopez,LAC,PHX,2025-11-08,PTS,draftkings,7.5,,
Sandro Mamukelashvili,TOR,@PHI,2025-11-08,PTS,draftkings,7.5,,
Jared McCain,PHI,TOR,2025-11-08,PTS,draftkings,7.5,,
Collin Murray-Boyles,TOR,@PHI,2025-11-08,PTS,draftkings,6.5,,
Isaac Okoro,CHI,@CLE,2025-11-08,PTS,draftkings,7.5,,
Trendon Watford,PHI,TOR,2025-11-08,PTS,draftkings,7.5,,
Justin Champagnie,WAS,DAL,2025-11-08,PTS,draftkings,6.5,,
Dalton Knecht,LAL,@ATL,2025-11-08,PTS,draftkings,6.5,,
Jamal Shead,TOR,@PHI,2025-11-08,PTS,draftkings,5.5,,
Kevon Looney,NOP,@SAS,2025-11-08,PTS,draftkings,4.5,,
Luka Doncic,LAL,@ATL,2025-11-08,PTS,draftkings,35.5,,
Devin Booker,PHX,@LAC,2025-11-08,PTS,draftkings,27.5,,
Nikola Jokic,DEN,IND,2025-11-08,PTS,draftkings,27.5,,
Tyrese Maxey,PHI,TOR,2025-11-08,PTS,draftkings,27.5,,
Donovan Mitchell,CLE,CHI,2025-11-08,PTS,draftkings,26.5,,
Pascal Siakam,IND,@DEN,2025-11-08,PTS,draftkings,26.5,,
Victor Wembanyama,SAS,NOP,2025-11-08,PTS,draftkings,24.5,,
Deni Avdija,POR,@MIA,2025-11-08,PTS,draftkings,22.5,,
James Harden,LAC,PHX,2025-11-08,PTS,draftkings,22.5,,
Norman Powell,MIA,POR,2025-11-08,PTS,draftkings,22.5,,
Joel Embiid,PHI,TOR,2025-11-08,PTS,draftkings,20.5,,
Trey Murphy,NOP,@SAS,2025-11-08,PTS,draftkings,21.5,,
Josh Giddey,CHI,@CLE,2025-11-08,PTS,draftkings,20.5,,
Jalen Johnson,ATL,LAL,2025-11-08,PTS,draftkings,20.5,,
Jamal Murray,DEN,IND,2025-11-08,PTS,draftkings,20.5,,
RJ Barrett,TOR,@PHI,2025-11-08,PTS,draftkings,18.5,,
Brandon Ingram,TOR,@PHI,2025-11-08,PTS,draftkings,18.5,,
Evan Mobley,CLE,CHI,2025-11-08,PTS,draftkings,19.5,,
Andrew Wiggins,MIA,POR,2025-11-08,PTS,draftkings,19.5,,
Scottie Barnes,TOR,@PHI,2025-11-08,PTS,draftkings,17.5,,
Jerami Grant,POR,@MIA,2025-11-08,PTS,draftkings,18.5,,
Kristaps Porzingis,ATL,LAL,2025-11-08,PTS,draftkings,18.5,,
Alex Sarr,WAS,DAL,2025-11-08,PTS,draftkings,17.5,,
Shaedon Sharpe,POR,@MIA,2025-11-08,PTS,draftkings,18.5,,
Nikola Vucevic,CHI,@CLE,2025-11-08,PTS,draftkings,18.5,,
Nickeil Alexander-Walker,ATL,LAL,2025-11-08,PTS,draftkings,17.5,,
Stephon Castle,SAS,NOP,2025-11-08,PTS,draftkings,16.5,,
Cooper Flagg,DAL,@WAS,2025-11-08,PTS,draftkings,17.5,,
Jalen Green,PHX,@LAC,2025-11-08,PTS,draftkings,17.5,,
P.J. Washington,DAL,@WAS,2025-11-08,PTS,draftkings,17.5,,
Matas Buzelis,CHI,@CLE,2025-11-08,PTS,draftkings,15.5,,
Darius Garland,CLE,CHI,2025-11-08,PTS,draftkings,15.5,,
Aaron Gordon,DEN,IND,2025-11-08,PTS,draftkings,16.5,,
Jrue Holiday,POR,@MIA,2025-11-08,PTS,draftkings,16.5,,
De'Andre Hunter,CLE,CHI,2025-11-08,PTS,draftkings,16.5,,
Ivica Zubac,LAC,PHX,2025-11-08,PTS,draftkings,16.5,,
Deandre Ayton,LAL,@ATL,2025-11-08,PTS,draftkings,15.5,,
VJ Edgecombe,PHI,TOR,2025-11-08,PTS,draftkings,15.5,,
Jeremiah Fears,NOP,@SAS,2025-11-08,PTS,draftkings,14.5,,
Kyshawn George,WAS,DAL,2025-11-08,PTS,draftkings,14.5,,
Rui Hachimura,LAL,@ATL,2025-11-08,PTS,draftkings,15.5,,
CJ McCollum,WAS,DAL,2025-11-08,PTS,draftkings,15.5,,
Aaron Nesmith,IND,@DEN,2025-11-08,PTS,draftkings,15.5,,
Immanuel Quickley,TOR,@PHI,2025-11-08,PTS,draftkings,15.5,,
Devin Vassell,SAS,NOP,2025-11-08,PTS,draftkings,14.5,,
Grayson Allen,PHX,@LAC,2025-11-08,PTS,draftkings,14.5,,
Jarrett Allen,CLE,CHI,2025-11-08,PTS,draftkings,14.5,,
John Collins,LAC,PHX,2025-11-08,PTS,draftkings,14.5,,
De'Aaron Fox,SAS,NOP,2025-11-08,PTS,draftkings,14.5,,
Quentin Grimes,PHI,TOR,2025-11-08,PTS,draftkings,14.5,,
Kelly Oubre,PHI,TOR,2025-11-08,PTS,draftkings,14.5,,
D'Angelo Russell,DAL,@WAS,2025-11-08,PTS,draftkings,13.5,,
Kel'el Ware,MIA,POR,2025-11-08,PTS,draftkings,13.5,,
Christian Braun,DEN,IND,2025-11-08,PTS,draftkings,13.5,,
Toumani Camara,POR,@MIA,2025-11-08,PTS,draftkings,13.5,,
Max Christie,DAL,@WAS,2025-11-08,PTS,draftkings,13.5,,
Dyson Daniels,ATL,LAL,2025-11-08,PTS,draftkings,12.5,,
Tre Johnson,WAS,DAL,2025-11-08,PTS,draftkings,12.5,,
Onyeka Okongwu,ATL,LAL,2025-11-08,PTS,draftkings,13.5,,
Zaccharie Risacher,ATL,LAL,2025-11-08,PTS,draftkings,13.5,,
Jarace Walker,IND,@DEN,2025-11-08,PTS,draftkings,13.5,,
Saddiq Bey,NOP,@SAS,2025-11-08,PTS,draftkings,12.5,,
Dillon Brooks,PHX,@LAC,2025-11-08,PTS,draftkings,12.5,,
Kevin Huerter,CHI,@CLE,2025-11-08,PTS,draftkings,12.5,,
Herbert Jones,NOP,@SAS,2025-11-08,PTS,draftkings,11.5,,
Mark Williams,PHX,@LAC,2025-11-08,PTS,draftkings,12.5,,
Bradley Beal,LAC,PHX,2025-11-08,PTS,draftkings,10.5,,
Tre Jones,CHI,@CLE,2025-11-08,PTS,draftkings,11.5,,
Jake LaRavia,LAL,@ATL,2025-11-08,PTS,draftkings,11.5,,
Davion Mitchell,MIA,POR,2025-11-08,PTS,draftkings,10.5,,
Andrew Nembhard,IND,@DEN,2025-11-08,PTS,draftkings,11.5,,
Marcus Smart,LAL,@ATL,2025-11-08,PTS,draftkings,11.5,,
Jose Alvarado,NOP,@SAS,2025-11-08,PTS,draftkings,10.5,,
Harrison Barnes,SAS,NOP,2025-11-08,PTS,draftkings,10.5,,
Ayo Dosunmu,CHI,@CLE,2025-11-08,PTS,draftkings,10.5,,
Isaiah Jackson,IND,@DEN,2025-11-08,PTS,draftkings,10.5,,
Keldon Johnson,SAS,NOP,2025-11-08,PTS,draftkings,10.5,,
Cameron Johnson,DEN,IND,2025-11-08,PTS,draftkings,10.5,,
Derrick Jones,LAC,PHX,2025-11-08,PTS,draftkings,10.5,,
Pelle Larsson,MIA,POR,2025-11-08,PTS,draftkings,10.5,,
Naji Marshall,DAL,@WAS,2025-11-08,PTS,draftkings,10.5,,
Royce O'Neale,PHX,@LAC,2025-11-08,PTS,draftkings,9.5,,
Derik Queen,NOP,@SAS,2025-11-08,PTS,draftkings,10.5,,
Klay Thompson,DAL,@WAS,2025-11-08,PTS,draftkings,9.5,,
Julian Champagnie,SAS,NOP,2025-11-08,PTS,draftkings,9.5,,
Donovan Clingan,POR,@MIA,2025-11-08,PTS,draftkings,8.5,,
Tim Hardaway,DEN,IND,2025-11-08,PTS,draftkings,9.5,,
Nikola Jovic,MIA,POR,2025-11-08,PTS,draftkings,9.5,,
Sam Merrill,CLE,CHI,2025-11-08,PTS,draftkings,9.5,,
Jakob Poeltl,TOR,@PHI,2025-11-08,PTS,draftkings,8.5,,
Jaylon Tyson,CLE,CHI,2025-11-08,PTS,draftkings,9.5,,
Bub Carrington,WAS,DAL,2025-11-08,PTS,draftkings,7.5,,
Collin Gillespie,PHX,@LAC,2025-11-08,PTS,draftkings,8.5,,
Luke Kennard,ATL,LAL,2025-11-08,PTS,draftkings,8.5,,
Kris Dunn,LAC,PHX,2025-11-08,PTS,draftkings,7.5,,
Ryan Dunn,PHX,@LAC,2025-11-08,PTS,draftkings,7.5,,
Brook Lopez,LAC,PHX,2025-11-08,PTS,draftkings,7.5,,
Sandro Mamukelashvili,TOR,@PHI,2025-11-08,PTS,draftkings,7.5,,
Jared McCain,PHI,TOR,2025-11-08,PTS,draftkings,7.5,,
Collin Murray-Boyles,TOR,@PHI,2025-11-08,PTS,draftkings,6.5,,
Isaac Okoro,CHI,@CLE,2025-11-08,PTS,draftkings,7.5,,
Trendon Watford,PHI,TOR,2025-11-08,PTS,draftkings,7.5,,
Justin Champagnie,WAS,DAL,2025-11-08,PTS,draftkings,6.5,,
Dalton Knecht,LAL,@ATL,2025-11-08,PTS,draftkings,6.5,,
Jamal Shead,TOR,@PHI,2025-11-08,PTS,draftkings,5.5,,
Kevon Looney,NOP,@SAS,2025-11-08,PTS,draftkings,4.5,,
Luka Doncic,LAL,@ATL,2025-11-08,PTS,fanduel,35.5,-122.0,-108.0
Devin Booker,PHX,@LAC,2025-11-08,PTS,fanduel,27.5,100.0,-132.0
Nikola Jokic,DEN,IND,2025-11-08,PTS,fanduel,27.5,102.0,-136.0
Tyrese Maxey,PHI,TOR,2025-11-08,PTS,fanduel,27.5,-132.0,100.0
Donovan Mitchell,CLE,CHI,2025-11-08,PTS,fanduel,26.5,-114.0,-114.0
Pascal Siakam,IND,@DEN,2025-11-08,PTS,fanduel,26.5,-108.0,-122.0
Victor Wembanyama,SAS,NOP,2025-11-08,PTS,fanduel,23.5,-130.0,-102.0
Deni Avdija,POR,@MIA,2025-11-08,PTS,fanduel,22.5,-130.0,-102.0
James Harden,LAC,PHX,2025-11-08,PTS,fanduel,22.5,-130.0,-102.0
Norman Powell,MIA,POR,2025-11-08,PTS,fanduel,22.5,-118.0,-112.0
Joel Embiid,PHI,TOR,2025-11-08,PTS,fanduel,20.5,-112.0,-118.0
Trey Murphy,NOP,@SAS,2025-11-08,PTS,fanduel,20.5,-130.0,-102.0
Josh Giddey,CHI,@CLE,2025-11-08,PTS,fanduel,20.5,-102.0,-130.0
Jalen Johnson,ATL,LAL,2025-11-08,PTS,fanduel,20.5,-122.0,-110.0
Jamal Murray,DEN,IND,2025-11-08,PTS,fanduel,20.5,-118.0,-112.0
RJ Barrett,TOR,@PHI,2025-11-08,PTS,fanduel,18.5,-130.0,-102.0
Brandon Ingram,TOR,@PHI,2025-11-08,PTS,fanduel,19.5,-114.0,-114.0
Evan Mobley,CLE,CHI,2025-11-08,PTS,fanduel,19.5,-118.0,-112.0
Andrew Wiggins,MIA,POR,2025-11-08,PTS,fanduel,19.5,-114.0,-114.0
Scottie Barnes,TOR,@PHI,2025-11-08,PTS,fanduel,18.5,-108.0,-122.0
Jerami Grant,POR,@MIA,2025-11-08,PTS,fanduel,18.5,-106.0,-125.0
Kristaps Porzingis,ATL,LAL,2025-11-08,PTS,fanduel,17.5,-118.0,-112.0
Alex Sarr,WAS,DAL,2025-11-08,PTS,fanduel,18.5,100.0,-132.0
Shaedon Sharpe,POR,@MIA,2025-11-08,PTS,fanduel,17.5,-132.0,100.0
Nikola Vucevic,CHI,@CLE,2025-11-08,PTS,fanduel,18.5,-108.0,-122.0
Nickeil Alexander-Walker,ATL,LAL,2025-11-08,PTS,fanduel,17.5,-122.0,-110.0
Stephon Castle,SAS,NOP,2025-11-08,PTS,fanduel,16.5,-118.0,-112.0
Cooper Flagg,DAL,@WAS,2025-11-08,PTS,fanduel,17.5,-128.0,-104.0
Jalen Green,PHX,@LAC,2025-11-08,PTS,fanduel,16.5,-128.0,-104.0
P.J. Washington,DAL,@WAS,2025-11-08,PTS,fanduel,17.5,-132.0,100.0
Matas Buzelis,CHI,@CLE,2025-11-08,PTS,fanduel,15.5,-130.0,-102.0
Darius Garland,CLE,CHI,2025-11-08,PTS,fanduel,15.5,-114.0,-114.0
Aaron Gordon,DEN,IND,2025-11-08,PTS,fanduel,16.5,102.0,-136.0
